"","subnum","condition","task","order","trial","interference","date","max","exponent","threshold","correct","rt1","rt2","r","addends","sum","digits","int_score","trial_time","dot","dob","age","gender","abacus_q","finger.counter","male","gender.12"
"415",5,"interference","interference",2,20,1,"20130711T132701",23.7,1.2,14,1,2.4,3.54,46,1,46,"17  23   6",100,6.37,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"416",5,"interference","interference",2,21,1,"20130711T132701",25.8,1.2,15,1,4.25,4.93,66,1,66,"23  17  26",102,7.91,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"417",5,"interference","interference",2,22,1,"20130711T132701",27.9,1.2,16,1,8.26,9.28,53,1,53,"29   4  20",92,11.9,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"418",5,"interference","interference",2,23,1,"20130711T132701",30,1.2,17,1,6.12,7.11,78,1,78,"24  24  30",75,9.86,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"419",5,"interference","interference",2,24,1,"20130711T132701",32.1,1.2,18,1,11.94,12.94,71,1,71,"33  30   8",93,15.5,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"420",5,"interference","interference",2,25,1,"20130711T132701",34.2,1.2,19,1,7.71,8.63,80,1,80,"33  31  16",98,11.4,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"422",5,"interference","interference",2,14,1,"20130711T132701",19.7,1.2,12,1,3.29,3.99,30,1,30,"5  20   5",101,6.61,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"423",5,"interference","interference",2,15,1,"20130711T132701",21.7,1.2,13,0,14.57,15.36,65,1,54,"23  15  16",86,18.3,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"424",5,"interference","interference",2,16,1,"20130711T132701",19.7,1.2,12,1,12.24,13.19,45,1,45,"19   8  18",98,15.8,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"425",5,"interference","interference",2,17,1,"20130711T132701",21.7,1.2,13,0,6.08,6.78,48,1,46,"10  22  14",95,9.48,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"426",5,"interference","interference",2,18,1,"20130711T132701",19.7,1.2,12,1,9.73,10.43,45,1,45,"20  12  13",91,13.1,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"450",5,"interference","interference",2,28,1,"20130711T132701",40.8,1.2,22,0,15.59,16.39,73,1,78,"15  42  21",101,19.3,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"461",5,"interference","interference",2,26,1,"20130711T132701",36.4,1.2,20,1,12.24,13.04,76,1,76,"37  32   7",101,15.9,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"462",5,"interference","interference",2,27,1,"20130711T132701",38.6,1.2,21,1,17.22,17.96,65,1,65,"38  26   1",70,20.7,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"466",5,"interference","interference",2,4,1,"20130711T132701",2.3,1.2,2,1,4.08,4.71,6,1,6,"1  2  3",97,6.93,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"525",5,"interference","interference",2,34,1,"20130711T132701",40.8,1.2,22,1,19.65,20.55,98,1,98,"42  27  29",98,23.3,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"533",5,"interference","interference",2,29,1,"20130711T132701",38.6,1.2,21,0,25.31,26.2,91,1,86,"39  19  28",86,29,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"534",5,"interference","interference",2,30,1,"20130711T132701",36.4,1.2,20,1,3.34,4.08,66,1,66,"3  37  26",99,6.98,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"535",5,"interference","interference",2,31,1,"20130711T132701",38.6,1.2,21,1,13.74,14.66,83,1,83,"38  10  35",99,17.3,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"536",5,"interference","interference",2,32,1,"20130711T132701",40.8,1.2,22,1,7.43,8,71,1,71,"18  13  40",97,10.6,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"537",5,"interference","interference",2,33,1,"20130711T132701",43.1,1.2,23,0,14.58,15.35,69,1,78,"13  43  22",96,18.2,"7/11/13","4/12/01",12.24640657,"M","yes",0,1,2
"904",8,"baseline","baseline",2,5,0,"20130724T163208",3.74,1.2,3,1,8.32,8.64,11,1,11,"5  2  4",-1,11.5,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"905",8,"baseline","baseline",2,6,0,"20130724T163208",5.28,1.2,4,1,3.92,4.18,8,1,8,"6  1  1",-1,6.82,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"906",8,"baseline","baseline",2,7,0,"20130724T163208",6.9,1.2,5,1,4.1,4.37,9,1,9,"1  7  1",-1,7.11,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"931",8,"baseline","baseline",2,18,0,"20130724T163208",27.9,1.2,16,0,24.16,24.74,64,1,74,"28  21  25",-1,27.8,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"932",8,"baseline","baseline",2,19,0,"20130724T163208",25.8,1.2,15,0,9.92,10.41,64,1,65,"24  15  26",-1,13.6,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"933",8,"baseline","baseline",2,20,0,"20130724T163208",23.7,1.2,14,1,25.08,25.63,58,1,58,"23  18  17",-1,28.8,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"943",8,"baseline","baseline",2,4,0,"20130724T163208",2.3,1.2,2,1,3.34,3.58,5,1,5,"1  2  2",-1,6,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"944",8,"baseline","baseline",2,9,0,"20130724T163208",10.3,1.2,7,1,7.84,8.34,24,1,24,"11   8   5",-1,11.1,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"945",8,"baseline","baseline",2,10,0,"20130724T163208",12.1,1.2,8,1,7.86,8.35,30,1,30,"12  11   7",-1,11.2,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"946",8,"baseline","baseline",2,11,0,"20130724T163208",14,1.2,9,1,3.26,3.68,30,1,30,"14   6  10",-1,6.62,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"947",8,"baseline","baseline",2,8,0,"20130724T163208",8.59,1.2,6,1,8.3,8.65,21,1,21,"8  8  5",-1,11.3,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"948",8,"baseline","baseline",2,13,0,"20130724T163208",17.8,1.2,11,1,14.37,14.79,26,1,26,"17   3   6",-1,17.8,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"949",8,"baseline","baseline",2,14,0,"20130724T163208",19.7,1.2,12,1,11.32,11.72,33,1,33,"12  19   2",-1,14.4,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"950",8,"baseline","baseline",2,15,0,"20130724T163208",21.7,1.2,13,1,12.1,12.61,40,1,40,"13  21   6",-1,15.7,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"951",8,"baseline","baseline",2,12,0,"20130724T163208",15.8,1.2,10,1,13.02,13.5,31,1,31,"12   4  15",-1,16.5,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"952",8,"baseline","baseline",2,17,0,"20130724T163208",25.8,1.2,15,1,17.59,18.08,55,1,55,"23   7  25",-1,21.2,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"953",8,"baseline","baseline",2,22,0,"20130724T163208",27.9,1.2,16,0,30,30.1,-1,1,50,"13   9  28",-1,33,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"954",8,"baseline","baseline",2,23,0,"20130724T163208",25.8,1.2,15,1,9.12,9.63,43,1,43,"4  27  12",-1,12.6,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"955",8,"baseline","baseline",2,16,0,"20130724T163208",23.7,1.2,14,1,7.56,7.95,44,1,44,"23  14   7",-1,11,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"956",8,"baseline","baseline",2,21,0,"20130724T163208",25.8,1.2,15,1,18.7,19.17,55,1,55,"17  12  26",-1,22.2,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"957",8,"baseline","baseline",2,26,0,"20130724T163208",27.9,1.2,16,1,14.8,15.4,76,1,76,"29  20  27",-1,18.4,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"958",8,"baseline","baseline",2,27,0,"20130724T163208",30,1.2,17,1,22.92,23.34,51,1,51,"17   3  31",-1,26.4,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"959",8,"baseline","baseline",2,24,0,"20130724T163208",27.9,1.2,16,0,24.71,25.23,46,1,65,"27  29   9",-1,28.2,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"960",8,"baseline","baseline",2,25,0,"20130724T163208",25.8,1.2,15,1,22.67,23.14,55,1,55,"27  19   9",-1,26.2,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"962",8,"baseline","baseline",2,28,0,"20130724T163208",32.1,1.2,18,0,17.14,17.67,75,1,65,"32  23  10",-1,20.7,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"845",8,"blindfold","blindfold",4,6,0,"20130724T165719",5.28,1.2,4,1,11.69,12.21,12,1,12,"3  5  4",-1,15.1,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"847",8,"blindfold","blindfold",4,5,0,"20130724T165719",3.74,1.2,3,1,15.24,15.69,10,1,10,"5  2  3",-1,18.4,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"848",8,"blindfold","blindfold",4,14,0,"20130724T165719",15.8,1.2,10,1,4.75,5.36,28,1,28,"2  16  10",-1,8.09,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"850",8,"blindfold","blindfold",4,4,0,"20130724T165719",2.3,1.2,2,1,4.55,4.86,6,1,6,"3  1  2",-1,7.4,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"851",8,"blindfold","blindfold",4,13,0,"20130724T165719",14,1.2,9,1,12.32,12.82,25,1,25,"13   1  11",-1,15.6,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"852",8,"blindfold","blindfold",4,18,0,"20130724T165719",23.7,1.2,14,0,30,30.1,-1,1,48,"23  16   9",-1,33.1,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"853",8,"blindfold","blindfold",4,15,0,"20130724T165719",17.8,1.2,11,1,9.07,9.54,32,1,32,"18   4  10",-1,12.4,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"854",8,"blindfold","blindfold",4,16,0,"20130724T165719",19.7,1.2,12,1,18.08,18.78,37,1,37,"13   3  21",-1,21.8,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"855",8,"blindfold","blindfold",4,17,0,"20130724T165719",21.7,1.2,13,1,10.12,10.72,39,1,39,"9   7  23",-1,13.7,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"856",8,"blindfold","blindfold",4,9,0,"20130724T165719",10.3,1.2,7,1,5.82,6.25,21,1,21,"2   8  11",-1,8.76,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"857",8,"blindfold","blindfold",4,19,0,"20130724T165719",21.7,1.2,13,1,11.21,11.72,45,1,45,"14   8  23",-1,14.7,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"858",8,"blindfold","blindfold",4,7,0,"20130724T165719",6.9,1.2,5,1,6.97,7.53,18,1,18,"5  5  8",-1,10.3,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"859",8,"blindfold","blindfold",4,8,0,"20130724T165719",8.59,1.2,6,1,5.07,5.46,20,1,20,"6  10   4",-1,8.32,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"860",8,"blindfold","blindfold",4,26,0,"20130724T165719",27.9,1.2,16,1,16.97,17.5,78,1,78,"29  24  25",-1,20.5,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"861",8,"blindfold","blindfold",4,27,0,"20130724T165719",30,1.2,17,1,24.71,25.33,73,1,73,"28  31  14",-1,28.3,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"862",8,"blindfold","blindfold",4,28,0,"20130724T165719",32.1,1.2,18,1,23.3,23.74,51,1,51,"33   9   9",-1,26.6,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"870",8,"blindfold","blindfold",4,10,0,"20130724T165719",12.1,1.2,8,1,11.04,11.52,31,1,31,"12  10   9",-1,14.3,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"871",8,"blindfold","blindfold",4,11,0,"20130724T165719",14,1.2,9,0,14.98,15.4,46,1,41,"15  13  13",-1,18.5,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"872",8,"blindfold","blindfold",4,12,0,"20130724T165719",12.1,1.2,8,1,8.98,9.53,35,1,35,"12  13  10",-1,12.3,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"894",8,"blindfold","blindfold",4,20,0,"20130724T165719",23.7,1.2,14,0,30,30.1,-1,1,51,"8  25  18",-1,33,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"895",8,"blindfold","blindfold",4,21,0,"20130724T165719",21.7,1.2,13,1,14.84,15.3,51,1,51,"14  22  15",-1,18.4,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"899",8,"blindfold","blindfold",4,25,0,"20130724T165719",25.8,1.2,15,1,11.32,11.92,34,1,34,"4  25   5",-1,14.9,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"936",8,"blindfold","blindfold",4,22,0,"20130724T165719",23.7,1.2,14,0,16.14,16.58,62,1,61,"24  14  23",-1,19.7,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"937",8,"blindfold","blindfold",4,23,0,"20130724T165719",21.7,1.2,13,1,19.02,19.56,52,1,52,"7  23  22",-1,22.6,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"938",8,"blindfold","blindfold",4,24,0,"20130724T165719",23.7,1.2,14,1,27.31,27.82,36,1,36,"12  23   1",-1,30.6,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"864",8,"stillhands","stillhands",1,6,0,"20130724T162121",5.28,1.2,4,1,0.94,1.29,10,1,10,"4  5  1",-1,4.13,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"865",8,"stillhands","stillhands",1,7,0,"20130724T162121",6.9,1.2,5,1,1.68,2.18,12,1,12,"1  3  8",-1,4.84,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"866",8,"stillhands","stillhands",1,8,0,"20130724T162121",8.59,1.2,6,1,6.63,7.44,21,1,21,"8  9  4",-1,10.3,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"902",8,"stillhands","stillhands",1,4,0,"20130724T162121",2.3,1.2,2,1,1.52,1.76,5,1,5,"1  1  3",-1,4.4,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"903",8,"stillhands","stillhands",1,5,0,"20130724T162121",3.74,1.2,3,1,1.53,1.99,10,1,10,"2  5  3",-1,4.71,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"907",8,"stillhands","stillhands",1,9,0,"20130724T162121",10.3,1.2,7,1,6.16,10.53,21,1,21,"11   8   2",-1,13.2,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"908",8,"stillhands","stillhands",1,10,0,"20130724T162121",12.1,1.2,8,1,4.88,5.35,21,1,21,"2   6  13",-1,8.21,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"909",8,"stillhands","stillhands",1,11,0,"20130724T162121",14,1.2,9,1,4.75,5.36,28,1,28,"10   4  14",-1,8.3,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"910",8,"stillhands","stillhands",1,12,0,"20130724T162121",15.8,1.2,10,1,13.27,14.11,34,1,34,"9  16   9",-1,17.1,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"911",8,"stillhands","stillhands",1,13,0,"20130724T162121",17.8,1.2,11,1,19.35,19.97,41,1,41,"19   5  17",-1,23.1,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"912",8,"stillhands","stillhands",1,14,0,"20130724T162121",19.7,1.2,12,1,4.15,4.57,32,1,32,"12   1  19",-1,7.38,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"913",8,"stillhands","stillhands",1,15,0,"20130724T162121",21.7,1.2,13,1,8.18,8.75,50,1,50,"10  17  23",-1,11.8,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"914",8,"stillhands","stillhands",1,16,0,"20130724T162121",23.7,1.2,14,1,7.01,7.45,53,1,53,"20  25   8",-1,10.3,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"915",8,"stillhands","stillhands",1,17,0,"20130724T162121",25.8,1.2,15,0,14.88,15.6,47,1,57,"15  16  26",-1,18.9,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"916",8,"stillhands","stillhands",1,18,0,"20130724T162121",23.7,1.2,14,0,12.16,12.71,33,1,43,"14   5  24",-1,15.8,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"917",8,"stillhands","stillhands",1,19,0,"20130724T162121",21.7,1.2,13,1,7.01,7.53,49,1,49,"22  11  16",-1,10.6,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"918",8,"stillhands","stillhands",1,20,0,"20130724T162121",23.7,1.2,14,1,11.55,12.12,60,1,60,"25  23  12",-1,15.1,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"919",8,"stillhands","stillhands",1,21,0,"20130724T162121",25.8,1.2,15,0,30,30.09,-1,1,54,"16  12  26",-1,33.1,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"920",8,"stillhands","stillhands",1,22,0,"20130724T162121",23.7,1.2,14,1,11.56,12.12,49,1,49,"25  14  10",-1,15.1,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"921",8,"stillhands","stillhands",1,23,0,"20130724T162121",25.8,1.2,15,1,16.53,17.18,47,1,47,"18   3  26",-1,20.2,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"922",8,"stillhands","stillhands",1,24,0,"20130724T162121",27.9,1.2,16,0,30,30.1,-1,1,53,"29  16   8",-1,33,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"923",8,"stillhands","stillhands",1,25,0,"20130724T162121",25.8,1.2,15,0,30,30.09,-1,1,60,"24  27   9",-1,33.1,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"924",8,"stillhands","stillhands",1,26,0,"20130724T162121",23.7,1.2,14,1,25.97,26.44,55,1,55,"22  24   9",-1,29.4,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"925",8,"stillhands","stillhands",1,27,0,"20130724T162121",25.8,1.2,15,0,30,30.09,-1,1,63,"19  26  18",-1,33.2,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"926",8,"stillhands","stillhands",1,28,0,"20130724T162121",23.7,1.2,14,1,3.71,4.18,33,1,33,"25   5   3",-1,7.09,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"867",8,"interference","interference",3,4,1,"20130724T164440",2.3,1.2,2,1,4.96,5.31,4,1,4,"1  1  2",98,7.48,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"868",8,"interference","interference",3,5,1,"20130724T164440",3.74,1.2,3,1,4.4,4.92,10,1,10,"3  5  2",97,7.26,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"869",8,"interference","interference",3,6,1,"20130724T164440",5.28,1.2,4,1,2.92,3.76,12,1,12,"6  2  4",99,6.17,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"873",8,"interference","interference",3,10,1,"20130724T164440",12.1,1.2,8,1,9.68,10.33,17,1,17,"2   3  12",99,12.6,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"874",8,"interference","interference",3,11,1,"20130724T164440",14,1.2,9,1,14.84,15.42,34,1,34,"15  13   6",93,18.2,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"875",8,"interference","interference",3,12,1,"20130724T164440",15.8,1.2,10,0,9.98,10.66,35,1,41,"11  17  13",90,13.4,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"876",8,"interference","interference",3,13,1,"20130724T164440",14,1.2,9,1,5.64,6.23,26,1,26,"7  14   5",96,8.98,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"877",8,"interference","interference",3,14,1,"20130724T164440",15.8,1.2,10,1,15.67,16.31,34,1,34,"10   9  15",93,18.9,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"878",8,"interference","interference",3,15,1,"20130724T164440",17.8,1.2,11,0,16.69,17.31,40,1,44,"16   9  19",99,20,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"879",8,"interference","interference",3,16,1,"20130724T164440",15.8,1.2,10,1,4.29,5.03,28,1,28,"1  17  10",97,7.58,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"880",8,"interference","interference",3,17,1,"20130724T164440",17.8,1.2,11,1,11.35,11.87,38,1,38,"17  17   4",98,14.8,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"881",8,"interference","interference",3,18,1,"20130724T164440",19.7,1.2,12,1,10.04,10.86,37,1,37,"2  16  19",100,13.4,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"882",8,"interference","interference",3,19,1,"20130724T164440",21.7,1.2,13,1,4.54,5.14,29,1,29,"2   6  21",102,7.66,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"883",8,"interference","interference",3,7,1,"20130724T164440",6.9,1.2,5,1,3.16,3.68,16,1,16,"7  7  2",101,6.11,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"884",8,"interference","interference",3,8,1,"20130724T164440",8.59,1.2,6,1,7.7,8.31,16,1,16,"3   3  10",96,10.7,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"885",8,"interference","interference",3,9,1,"20130724T164440",10.3,1.2,7,1,10.42,11.22,18,1,18,"6  3  9",97,13.7,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"886",8,"interference","interference",3,23,1,"20130724T164440",25.8,1.2,15,0,-1,-1,-1,1,69,"27  16  26",4,33.1,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"887",8,"interference","interference",3,24,1,"20130724T164440",23.7,1.2,14,1,16.45,17.02,65,1,65,"21  24  20",96,19.8,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"888",8,"interference","interference",3,25,1,"20130724T164440",25.8,1.2,15,1,16.12,16.64,67,1,67,"27  18  22",94,19.5,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"889",8,"interference","interference",3,26,1,"20130724T164440",27.9,1.2,16,1,5.43,6.13,49,1,49,"11   9  29",99,8.69,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"890",8,"interference","interference",3,27,1,"20130724T164440",30,1.2,17,1,19.71,22,49,1,49,"5  30  14",95,24.7,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"891",8,"interference","interference",3,28,1,"20130724T164440",32.1,1.2,18,1,19.29,19.73,44,1,44,"33   2   9",97,22.2,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"896",8,"interference","interference",3,20,1,"20130724T164440",23.7,1.2,14,0,10.09,10.59,50,1,64,"24  17  23",101,13.5,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"897",8,"interference","interference",3,21,1,"20130724T164440",21.7,1.2,13,1,10.34,10.78,43,1,43,"7  13  23",94,13.5,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"898",8,"interference","interference",3,22,1,"20130724T164440",23.7,1.2,14,1,12.87,13.33,45,1,45,"24  14   7",101,16.1,"7/24/13","2/1/01",12.47364819,"M","no",0,1,2
"1088",10,"baseline","baseline",1,4,0,"20130815T132407",2.3,1.2,2,1,1.27,1.78,7,1,7,"2  2  3",-1,4.52,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1089",10,"baseline","baseline",1,5,0,"20130815T132407",3.74,1.2,3,1,1.53,2.19,10,1,10,"3  4  3",-1,5.09,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1090",10,"baseline","baseline",1,6,0,"20130815T132407",5.28,1.2,4,1,2.26,2.91,15,1,15,"6  5  4",-1,5.85,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1091",10,"baseline","baseline",1,7,0,"20130815T132407",6.9,1.2,5,1,1.52,2.09,12,1,12,"6  3  3",-1,4.89,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1092",10,"baseline","baseline",1,8,0,"20130815T132407",8.59,1.2,6,1,1.29,1.98,19,1,19,"3  9  7",-1,4.89,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1093",10,"baseline","baseline",1,9,0,"20130815T132407",10.3,1.2,7,1,2.99,3.48,23,1,23,"8  9  6",-1,6.35,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1094",10,"baseline","baseline",1,10,0,"20130815T132407",12.1,1.2,8,1,1.2,1.78,33,1,33,"11  11  11",-1,4.8,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1095",10,"baseline","baseline",1,11,0,"20130815T132407",14,1.2,9,1,3.51,4.57,24,1,24,"3  13   8",-1,7.61,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1096",10,"baseline","baseline",1,12,0,"20130815T132407",15.8,1.2,10,1,4.69,5.25,35,1,35,"16  14   5",-1,8.63,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1097",10,"baseline","baseline",1,13,0,"20130815T132407",17.8,1.2,11,1,1.55,2.19,39,1,39,"17  17   5",-1,5.68,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1098",10,"baseline","baseline",1,14,0,"20130815T132407",19.7,1.2,12,1,2.22,3.06,34,1,34,"7  19   8",-1,6.14,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1099",10,"baseline","baseline",1,15,0,"20130815T132407",21.7,1.2,13,1,3.39,3.96,52,1,52,"23  22   7",-1,7.16,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1100",10,"baseline","baseline",1,16,0,"20130815T132407",23.7,1.2,14,1,5.45,6.26,41,1,41,"5  25  11",-1,9.26,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1101",10,"baseline","baseline",1,17,0,"20130815T132407",25.8,1.2,15,1,6.51,7.05,60,1,60,"27  21  12",-1,10.1,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1102",10,"baseline","baseline",1,18,0,"20130815T132407",27.9,1.2,16,1,6.34,7.24,68,1,68,"29  26  13",-1,10.4,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1103",10,"baseline","baseline",1,19,0,"20130815T132407",30,1.2,17,1,2.47,3.06,65,1,65,"10  30  25",-1,6.1,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1104",10,"baseline","baseline",1,20,0,"20130815T132407",32.1,1.2,18,0,7.28,7.95,41,1,51,"15  32   4",-1,11,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1105",10,"baseline","baseline",1,21,0,"20130815T132407",30,1.2,17,1,7.66,8.43,72,1,72,"21  29  22",-1,11.6,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1106",10,"baseline","baseline",1,22,0,"20130815T132407",32.1,1.2,18,0,5.43,6.35,51,1,81,"18  31  32",-1,9.47,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1107",10,"baseline","baseline",1,23,0,"20130815T132407",30,1.2,17,1,12.93,13.8,57,1,57,"29   9  19",-1,16.8,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1108",10,"baseline","baseline",1,24,0,"20130815T132407",32.1,1.2,18,1,6.44,7.05,82,1,82,"32  31  19",-1,10.1,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
